City,Zip,Station,Address,Base,Net,Discount,Lat,Long
Ellicott City (Central),21042,Carroll Motor Fuels,"9109 BALTIMORE NATIONAL PIKE, 21042",2.71,2.71,-,39.2771741,-76.8262007
Ellicott City (Central),21042,Sunoco,"9395 Baltimore National Pike, 21042",2.79,2.76,Sunoco,39.2772371,-76.8350415
Ellicott City (Central),21042,Sunoco,"10214 Baltimore National Pike, 21042",2.89,2.86,Sunoco,39.2803307,-76.8652201
Ellicott City (Central),21042,Dash-In,"9075 Baltimore National Pike, 21042",2.99,2.99,-,39.2762251,-76.8250029
Ellicott City (Central),21042,Mobil,"9320 Baltimore National Pike, 21042",3.01,2.98,Mobil,39.2779163,-76.8325436
Ellicott City (Central),21042,Exxon,"10193 Baltimore National Pike, 21042",2.99,2.96,Exxon,39.2793591,-76.8636316
Ellicott City (Central),21042,Shell,"4755 Dorsey Hall Dr, 21042",3.19,3.14,Shell,39.2423537,-76.8403131
Ellicott City (North),21043,BP,"8505 Baltimore National Pike, 21043",2.99,2.94,BP,39.2842309,-76.8075056
Ellicott City (North),21043,Carroll Motor Fuels,"4132 Old Columbia Pike, 21043",2.97,2.97,-,39.2565046,-76.8197592
Ellicott City (North),21043,Exxon,"4235 Montgomery Rd, 21043",2.96,2.93,Exxon,39.2554156,-76.8184372
Ellicott City (North),21043,Shell,"64 Frederick Rd, 21043",3.05,3.0,Shell,39.2654947,-76.7906258
Ellicott City (North),21043,Mobil,"4398 Montgomery Rd, 21043",2.99,2.96,Mobil,39.2520755,-76.8165282
Ellicott City (North),21043,Carroll Motor Fuels,"8720 Baltimore National Pike, 21043",3.05,3.05,-,39.2808054,-76.8147058
Ellicott City (North),21043,Dash In,"4205 Montgomery Rd, 21043",3.04,3.04,-,39.2561283,-76.8190081
Ellicott City (North),21043,Exxon,"8850 Centre Park Dr, 21043",3.09,3.06,Exxon,39.2279074,-76.8127674
Severn,21144,Royal Farms,"7843 Telegraph Rd, 21144",2.99,2.89,Royal Farms,39.1373727,-76.684828
Severn,21144,7-Eleven,"500 Donaldson Ave, 21144",3.03,3.0,7-Eleven,39.136636,-76.659232
Severn,21144,Exxon,"805 Reece Rd, 21144",3.05,3.02,Exxon,39.1361231,-76.6867451
Severn,21144,Sunoco,"8272 Quarterfield Rd, 21144",3.05,3.02,Sunoco,39.1165734,-76.681597
Hanover (Arundel Mills),21076,Exxon,"7043 Arundel Mills Cir, 21076",2.99,2.96,Exxon,39.1539236,-76.7222726
Hanover (Arundel Mills),21076,CITGO,"1401 Dorsey Rd, 21076",2.99,2.99,-,39.160101,-76.715098
Hanover (Arundel Mills),21076,Shell,"2631 Old Annapolis Rd, 21076",2.99,2.94,Shell,39.2041164,-76.6417554
Hanover (Arundel Mills),21076,Exxon,"7898 Ridge Rd, 21076",2.99,2.96,Exxon,39.133292,-76.735335
Hanover (Arundel Mills),21076,Royal Farms,"7910 Shipley Homestead Dr, 21076",3.05,2.95,Royal Farms,39.1325985,-76.7399104
Hanover (Arundel Mills),21076,7-Eleven,"1075 Dorsey Rd, 21076",3.05,3.02,7-Eleven,39.1599143,-76.6836798
Hanover (Arundel Mills),21076,Wawa,"7710 Milestone Pkwy, 21076",3.07,3.07,Wawa,39.154105,-76.744585
Hanover (Arundel Mills),21076,Shell,"1356 Dorsey Rd, 21076",3.24,3.19,Shell,39.1588425,-76.7114914
Hanover (Arundel Mills),21076,Exxon,"7671 Arundel Mills Blvd, 21076",3.35,3.32,Exxon,39.15227,-76.7312534
Jessup,20794,Exxon,"7930 Washington Blvd, 20794",2.93,2.9,Exxon,39.1711851,-76.7868219
Jessup,20794,Sunoco,"2739 Annapolis Rd, 20794",2.96,2.93,Sunoco,39.1365014,-76.7506844
Jessup,20794,Shell,"2753 Annapolis Rd, 20794",2.99,2.94,Shell,39.1377885,-76.7521393
Jessup,20794,BP,"7879 Pocomoke Dr, 20794",2.99,2.94,BP,39.1682121,-76.7831573
Jessup,20794,Shell,"8755 Washington Blvd, 20794",2.99,2.94,Shell,39.1447238,-76.8087484
Jessup,20794,High's Dairy Store,"2861 Jessup Rd, 20794",3.03,2.98,High's,39.142357,-76.7631093
Jessup,20794,BP,"8810 Washington Blvd, 20794",3.05,3.0,BP,39.1445028,-76.8091941
Jessup,20794,Royal Farms,"2850 Jessup Rd, 20794",3.05,2.95,Royal Farms,39.1424361,-76.7613968
Jessup,20794,Royal Farms,"8686 Washington Blvd, 20794",3.05,2.95,Royal Farms,39.1457337,-76.8094061
Fulton,20759,High's,"11840 Lime Kiln Rd, 20759",3.09,3.04,High's,39.1513419,-76.9241758
Burtonsville,20866,Freestate,"15411 Old Columbia Pike, 20866",2.47,2.47,-,39.1083747,-76.9358213
Clarksville,21029,Sunoco,"5015 Signal Bell Ln, 21029",3.15,3.12,Sunoco,39.2097731,-76.9388595
Clarksville,21029,Exxon,"12405 Clarksville Pike, 21029",3.25,3.22,Exxon,39.2065148,-76.9427277
Elkridge,21075,Marathon,"6315 Washington Blvd, 21075",2.79,2.79,-,39.2062192,-76.7275618
Elkridge,21075,Shell,"6295 Washington Blvd, 21075",2.79,2.74,Shell,39.2073558,-76.7270995
Elkridge,21075,Shell,"7894 Washington Blvd, 21075",2.89,2.84,Shell,39.1725006,-76.7844243
Elkridge,21075,BP,"5816 WASHINGTON BLVD, 21075",2.99,2.94,BP,39.2160163,-76.7108429
Elkridge,21075,Royal Farms,"8268 Lark Brown Rd, 21075",3.02,2.92,Royal Farms,39.1890762,-76.7957888
Elkridge,21075,Exxon,"7311 Washington Blvd, 21075",3.05,3.02,Exxon,39.1832133,-76.7640327
Elkridge,21075,Exxon,"6310 Washington Blvd, 21075",3.05,3.02,Exxon,39.2071708,-76.7278267
Elkridge,21075,Exxon,"6070 Marshalee Dr, 21075",3.23,3.2,Exxon,39.2084335,-76.7778553
Odenton,21113,Sunoco,"1433 Annapolis Rd, 21113",2.79,2.76,Sunoco,39.0909128,-76.7130138
Odenton,21113,High's Dairy Store,"1624 Annapolis Rd, 21113",2.79,2.74,High's,39.1057505,-76.7217641
Odenton,21113,BP,"8749 PINEY ORCHARD PKWY, 21113",2.99,2.94,BP,39.0691814,-76.7144977
Odenton,21113,Shell,"1144 MD-175, 21113",3.05,3.0,Shell,39.082546,-76.690855
Odenton,21113,Exxon,"1318 Annapolis Rd, 21113",3.05,3.02,Exxon,39.0885514,-76.7006064
Odenton,21113,Royal Farms,"1558 Annapolis Rd, 21113",3.05,2.95,Royal Farms,39.100476,-76.720547
Annapolis Junction,20701,7-Eleven,"10930 Guilford Rd, 20701",3.05,3.02,7-Eleven,39.1292256,-76.7935882
Spencerville,20868,Mobil,"16201 New Hampshire Ave, 20868",2.94,2.91,Mobil,39.1217595,-76.989073
