City,Zip,Station,Address,Base,Net,Discount,Lat,Long
Hanover (Arundel Mills),21076,Exxon,"7898 Ridge Rd, 21076",2.89,2.86,Exxon,,
Hanover (Arundel Mills),21076,7-Eleven,"1075 Dorsey Rd, 21076",2.88,2.85,7-Eleven,,
Hanover (Arundel Mills),21076,Royal Farms,"7910 Shipley Homestead Dr, 21076",2.89,2.79,Royal Farms,,
Hanover (Arundel Mills),21076,Shell,"2631 Old Annapolis Rd, 21076",2.89,2.84,Shell,,
Hanover (Arundel Mills),21076,Wawa,"7710 Milestone Pkwy, 21076",2.91,2.91,Wawa,,
Hanover (Arundel Mills),21076,Exxon,"7043 Arundel Mills Cir, 21076",2.99,2.96,Exxon,,
Hanover (Arundel Mills),21076,Shell,"1356 Dorsey Rd, 21076",3.24,3.19,Shell,,
Hanover (Arundel Mills),21076,CITGO,"1401 Dorsey Rd, 21076",2.99,2.99,-,,
Jessup,20794,Sunoco,"2739 Annapolis Rd, 20794",2.79,2.76,Sunoco,,
Jessup,20794,BP,"8810 Washington Blvd, 20794",2.87,2.82,BP,,
Jessup,20794,High's Dairy Store,"2861 Jessup Rd, 20794",2.87,2.82,High's,,
Jessup,20794,Shell,"8755 Washington Blvd, 20794",2.87,2.82,Shell,,
Jessup,20794,Royal Farms,"7136 Montevideo Rd, 20794",2.89,2.79,Royal Farms,,
Jessup,20794,Shell,"2753 Annapolis Rd, 20794",2.89,2.84,Shell,,
Jessup,20794,Royal Farms,"2850 Jessup Rd, 20794",2.89,2.79,Royal Farms,,
Jessup,20794,Exxon,"7930 Washington Blvd, 20794",3.03,3.0,Exxon,,
Jessup,20794,Royal Farms,"8686 Washington Blvd, 20794",2.89,2.79,Royal Farms,,
Jessup,20794,BP,"7879 Pocomoke Dr, 20794",3.09,3.04,BP,,
Fulton,20759,High's,"11840 Lime Kiln Rd, 20759",3.09,3.04,High's,,
Fulton,20759,BP,"8181 Maple Lawn Blvd, 20759",3.29,3.24,BP,,
Burtonsville,20866,Freestate,"15411 Old Columbia Pike, 20866",2.69,2.69,-,,
Clarksville,21029,Sunoco,"5015 Signal Bell Ln, 21029",3.15,3.12,Sunoco,,
Clarksville,21029,Exxon,"12405 Clarksville Pike, 21029",3.25,3.22,Exxon,,
Elkridge,21075,Shell,"7894 Washington Blvd, 21075",2.89,2.84,Shell,,
Elkridge,21075,Exxon,"7311 Washington Blvd, 21075",2.89,2.86,Exxon,,
Elkridge,21075,Royal Farms,"8268 Lark Brown Rd, 21075",2.89,2.79,Royal Farms,,
Elkridge,21075,XtraFuels,"7300 Washington Blvd, 21075",2.79,2.79,-,,
Elkridge,21075,Marathon,"6315 Washington Blvd, 21075",2.99,2.99,-,,
Elkridge,21075,Shell,"6295 Washington Blvd, 21075",2.99,2.94,Shell,,
Elkridge,21075,Exxon,"6310 Washington Blvd, 21075",2.99,2.96,Exxon,,
Elkridge,21075,BP,"5816 WASHINGTON BLVD, 21075",2.99,2.94,BP,,
Elkridge,21075,Exxon,"6070 Marshalee Dr, 21075",3.23,3.2,Exxon,,
Odenton,21113,Royal Farms,"1558 Annapolis Rd, 21113",2.89,2.79,Royal Farms,,
Odenton,21113,High's Dairy Store,"1624 Annapolis Rd, 21113",2.89,2.84,High's,,
Odenton,21113,Sunoco,"1433 Annapolis Rd, 21113",2.89,2.86,Sunoco,,
Odenton,21113,Shell,"1144 MD-175, 21113",2.95,2.9,Shell,,
Odenton,21113,Exxon,"1318 Annapolis Rd, 21113",2.98,2.95,Exxon,,
Odenton,21113,BP,"8749 PINEY ORCHARD PKWY, 21113",3.09,3.04,BP,,
Annapolis Junction,20701,7-Eleven,"10930 Guilford Rd, 20701",2.89,2.86,7-Eleven,,
Spencerville,20868,Mobil,"16201 New Hampshire Ave, 20868",2.94,2.91,Mobil,,
